X,Y
2.958337290456762,11.66270627477261
2.16982033879901,8.272287111699058
1.662751191020625,6.86145392607575
4.6461667845863115,14.974557504932545
7.387432233699562,24.016495432766714
0.8064743886642078,4.796378499046808
4.865446319033005,15.618692675310744
1.0085652484433505,5.041109068573501
3.714268818727774,12.48580442539933
6.377572913031554,20.902779965485635
5.393855294591773,18.066969375492427
2.287481030002909,8.924900373089915
0.4162524357597708,2.2797107863498693
6.812911188174829,22.171481187134393
1.2264118192028683,5.832173905579064
7.683731645834369,25.874148054557107
7.041168720769152,24.140011688489736
9.164750459488625,29.108760491195305
2.4564773756902767,9.036776120410746
5.542005267287341,18.92515408524325
8.501024164066088,27.791367415409187
4.950664022257765,16.38484503192621
5.518907540215702,18.450835102411457
6.061146943087328,20.744254322670468
2.4583930757851826,9.479498493372926
9.444356483405937,30.82980588972122
0.03547638111274565,1.8506288132939874
9.383529416131141,30.699748435775426
6.179744701940072,19.399875329006893
0.9635278872796937,3.828335803260756
8.287316437764119,28.351456694934186
3.7944756561416093,13.32085435910149
2.8835096895052814,10.970718979086755
9.645624601965222,30.66986041095653
8.490738857935247,27.211424493357494
8.357307213773948,27.342203735534103
4.3900345058220145,14.499377380679825
4.073684819138114,13.392589327903044
4.488521394059296,15.381491585557391
0.29239086699322514,2.789204172777586
9.88228901649871,32.14340839855718
5.787053436074797,19.603880061283995
1.4244393660433252,6.050684517380689
3.2706856893837397,11.37874362057617
0.6101422179735772,3.184889687630285
3.620269044044914,12.969170313905648
2.8809720486723855,10.777817826021233
7.074762653009325,22.874003565492238
5.736911623682632,20.141163753306195
4.605198741402382,15.789215763229343
0.6546374466271199,4.089331091043037
9.242810171002592,29.774751914669878
3.1930496712575795,11.061605634014498
9.217605350319587,29.846040109832284
1.7626795167473486,7.39165782304712
5.954333307952584,20.294591552388383
3.4116544073265844,13.078594253095536
0.9429922531654467,3.736463741351442
9.829373962039357,32.86819564439766
9.45467172726784,30.650088975034393
3.2458839393011827,12.142136190682416
9.343560798085862,29.878091459476508
2.53982582384759,9.680393779467277
1.5570975312620006,7.0956683699714125
9.649520727714908,30.499082932709264
7.775302016035344,23.316723761020793
3.2744742736869927,12.00596382233609
2.409560942022513,10.962757794633777
3.8157316725676282,13.726820372111673
8.590779193449865,28.047915383144197
7.450611599070132,24.591138024602817
9.16975143619679,29.278207533177834
3.1267180312970657,11.959062759375287
4.33343845271369,15.014550008967323
1.1237684395446534,6.010174332258021
3.467966099426918,12.033175572494734
5.692380106483876,19.460616840979483
4.223661383018021,14.567586397896848
3.279398452462118,10.368605768170799
9.053491156427453,29.145774460906523
2.9401179958195636,12.647044416122693
7.251167771151271,22.626346289633663
4.688913933424194,16.34308050969224
0.7604690920340251,4.495218072552487
6.4648669145083035,21.80955051149027
4.03941983694891,14.92567799045278
4.529448804799319,15.203160262500761
3.3848138331390376,12.123101065710305
0.16444194022153136,2.758027489647886
3.019762059898101,10.546102339200003
9.444536250983331,29.58282812996656
3.4277946421756855,11.510072462866455
7.2100838927941115,24.052395420291464
7.909521856169004,25.143739539639945
7.444645282379536,25.541727574379706
2.471684966132346,9.292920619443837
1.214670525699647,5.295220689926384
9.997105584196953,32.906416628466836
1.025709897724607,4.810839186597059
0.2344425451905341,4.153536472328916
